	D.M,r	D.M,p	D.T2D-NGT,fc	D.T2D-NGT,p	D.M,q	D.T2D-NGT,q	name
ENSG00000235169	0.40238658644581443	0.006772961943665922	-0.06000000000000001	0.11553025124601125	0.9587018389937442	0.815682610567172	SMIM1
ENSG00000169598	0.07120671618660182	0.6460057615175319	-0.006363636363636228	0.8443675233700363	0.9700310656305687	0.9853293511196647	DFFB
ENSG00000236423	0.23590202202328392	0.12317142388827367	-0.03545454545454549	0.27073306823304033	0.9553269253588066	0.8778693540783897	LINC01134
ENSG00000235054	-0.07027008824505276	0.6503606179232349	0.03227272727272725	0.4358022006758684	0.9703442337460574	0.9250453774655752	LINC01777
ENSG00000196581	0.2777977541306858	0.06788404428400978	-0.05454545454545451	0.07467824265463999	0.9742442725044478	0.7910395383670736	AJAP1
ENSG00000069424	0.14119935391306282	0.36059125497957434	-0.02181818181818198	0.3624517541510316	0.9467610631864606	0.9040433691713665	KCNAB2
ENSG00000158286	0.08811082967945932	0.5695302235376444	-0.002272727272727547	0.9169562573122203	0.9620242982901295	0.9936664955451066	RNF207
ENSG00000173673	0.08517239477300777	0.5825212217061375	-0.002272727272727308	0.9629066694693684	0.9638397891578173	0.9975174327171312	HES3
ENSG00000173662	0.010092821077328807	0.94815611000489	0.0222727272727273	0.5183062419388493	0.9987418857832221	0.9375771574266395	TAS1R1
ENSG00000204859	0.10510167080635098	0.49715076954898185	0.016363636363636438	0.4273363494606086	0.9544946737173189	0.9238339211396235	ZBTB48
ENSG00000116273	0.08045574712802983	0.6036476860655859	0.0018181818181817987	0.966181482276492	0.9676887556692999	0.9971433748995701	PHF13
ENSG00000228750	0.00793091311356893	0.9592506231923508	0.033181818181818104	0.5717205344612276	0.9990960680199467	0.9499989416703084	LINC01672
ENSG00000049245	-0.12084464950582575	0.4345754073010687	0.047727272727272674	0.6335151381246535	0.952268108482941	0.9594837953545533	VAMP3
ENSG00000049246	-0.030837004424436414	0.8424911202047022	-0.010909090909091118	0.8840165417560057	0.9919106615128075	0.988548569119611	PER3
ENSG00000162426	-0.05538516192954646	0.7210307752653132	-0.022727272727272846	0.3863133616906971	0.9744019223480734	0.9121027877851917	SLC45A1
ENSG00000131686	-0.06325365695515538	0.6833417539344065	0.024090909090909083	0.5938773729749252	0.9716473157045289	0.9530708284224089	CA6
ENSG00000049239	-0.10080361019397316	0.5150028619287015	-0.07454545454545441	0.4662562507977033	0.9549260756996164	0.9333633341698548	H6PD
ENSG00000171621	0.013077655585114334	0.9328548277623068	-0.0186363636363636	0.7228056413555259	0.9968625836763475	0.9671940700672556	SPSB1
ENSG00000171612	0.11294756131942485	0.4654013745230593	0.015454545454545443	0.9202334513629111	0.9536218685067402	0.9934762909534885	SLC25A33
ENSG00000188807	0.09326188674388552	0.5470844426903811	0.017272727272727433	0.5648140611102825	0.9611076106597507	0.9488530245604594	TMEM201
ENSG00000171608	-0.22425233768195157	0.14335516323966666	0.03500000000000014	0.1199622504932692	0.9441537805563336	0.8164317257300739	PIK3CD
ENSG00000173614	0.041809254187619736	0.787571792423528	0.011363636363636163	0.7056898374710026	0.9845769302434305	0.9679040421419892	NMNAT1
ENSG00000162444	-0.0030350114937330694	0.9844003973647751	-0.06499999999999995	0.10882924724577035	0.9993750809501146	0.8080249355574286	RBP7
ENSG00000130939	-0.04606979306415374	0.7665026769856321	0.06818181818181818	0.4146389020224618	0.9825206299899083	0.9220501720889712	UBE4B
ENSG00000054523	0.03284697266213035	0.8323670523463285	-0.11136363636363657	0.4147439880980066	0.9900858296816724	0.9219334446677067	KIF1B
ENSG00000142657	0.19701134890698355	0.1999093863936272	-0.04090909090909089	0.5100159590480664	0.9457707681889338	0.9376558199656082	PGD
ENSG00000142655	-0.05665832841372207	0.7148852210986543	0.018181818181818035	0.5660004577120956	0.9749545765907988	0.9493014843538178	PEX14
ENSG00000120948	-0.2599330355865984	0.08838252521594638	0.07863636363636357	0.0946566861570485	0.9671384554802313	0.8120303789973193	TARDBP
ENSG00000171819	-0.05543221626587413	0.7208033326982932	0.2345454545454546	0.36943349680438864	0.9743196068941427	0.9044911055810615	ANGPTL7
ENSG00000120942	-0.2519121677413616	0.0990216001953364	0.06090909090909074	0.33685377753952117	0.9602359815627318	0.8971862675832589	UBIAD1
ENSG00000204624	0.10426966775400925	0.5005815238225463	-0.01590909090909083	0.4735270182567318	0.9548149213359414	0.9326016858664897	DISP3
ENSG00000132879	-0.1262961514400657	0.413977002762255	-0.009545454545454624	0.7306237683259384	0.953309413865534	0.9682806087025727	FBXO44
ENSG00000162490	0.2006416763966532	0.1915804521674938	-0.023636363636363556	0.56275038425499	0.939541798391688	0.9486548928585848	DRAXIN
ENSG00000177674	-0.08660557120017272	0.5761684119704211	0.008636363636363492	0.8260687659461021	0.9627673235819527	0.9827273268188954	AGTRAP
ENSG00000011021	0.16176576260326245	0.2941454913969271	-0.04181818181818189	0.2209127408309753	0.9322574331886717	0.8618493947688994	CLCN6
ENSG00000083444	-0.005921539692255316	0.9695692262446423	-0.004090909090909166	0.9357697502808917	0.9991122561525252	0.9941066854454794	PLOD1
ENSG00000116688	-0.14983082060649647	0.3316738772869524	0.2322727272727271	0.06730602984480441	0.9380502568708651	0.7813197326957718	MFN2
ENSG00000116691	0.11435333893499423	0.45982984715581343	0.0036363636363637222	0.8827193808065584	0.9536728674558476	0.9886727440442036	MIIP
ENSG00000120949	0.08890536842522681	0.566040554825497	-0.02227272727272718	0.42832611203279514	0.9625211992149897	0.9235847565601499	TNFRSF8
ENSG00000028137	-0.12104007343338256	0.43382728901812484	0.013181818181818024	0.6990003162958405	0.9531276225868228	0.9669651285958852	TNFRSF1B
ENSG00000239149	-0.20477851794087384	0.18239286886587303	0.3072727272727275	0.10496560206898031	0.9519356629003282	0.8073427903219731	SNORA59A
ENSG00000204518	0.013604962774431344	0.9301539979831751	-0.016818181818181843	0.7924196384521195	0.9973769303317668	0.9777539187424675	AADACL4
ENSG00000188984	0.24411309487335328	0.11028535760403838	-0.07818181818181813	0.09684239388029905	0.954501280407338	0.811737200280329	AADACL3
ENSG00000157330	0.1221317561527659	0.42966135221906876	-0.10999999999999988	0.36886516471387487	0.9540058259518147	0.9046138565122163	C1orf158
ENSG00000116726	0.10468233416937364	0.49887838845342647	-0.08045454545454539	0.356484287252234	0.9545746728588838	0.9018466719301256	PRAMEF12
ENSG00000120952	-0.07275804011820956	0.6388185845780312	-0.06681818181818185	0.282637266551522	0.9691886763344804	0.8808326176335785	PRAMEF2
ENSG00000204479	0.05254995976225643	0.7347782890828718	-0.1663636363636363	0.043042235261329526	0.9755543517384694	0.7952392771651114	PRAMEF17
ENSG00000204478	-0.07433647149384799	0.631539229656702	-0.0686363636363636	0.29299234724841194	0.9691184262051435	0.8819416358950655	PRAMEF20
ENSG00000162493	-0.2505992767443565	0.10085308142406037	0.015000000000000003	0.7955826813579506	0.9532435568955884	0.978218369400683	PDPN
ENSG00000189337	0.2246597276384302	0.1426104609387997	-0.03636363636363626	0.13222937310193725	0.9424317810232727	0.8294817572141538	KAZN
ENSG00000171729	0.11929195697444919	0.440544851956404	-0.010909090909090938	0.7786089042590824	0.9521540748108365	0.9772001063679238	TMEM51
ENSG00000142621	0.06560671633798322	0.6722122187809728	-0.0031818181818182153	0.9128356476557687	0.9704448810695538	0.9923871965100063	FHAD1
ENSG00000142634	-0.1841641516118347	0.23142062463026206	0.07318181818181828	0.15493148530156597	0.9326968549966382	0.8387900771169297	EFHD2
ENSG00000162438	0.3125000124263216	0.038898872421041564	-0.1213636363636363	0.011326369595975121	0.9711991589390063	0.8532207688779198	CTRC
ENSG00000116138	-0.04328974025471238	0.7802326890707837	0.040909090909091006	0.4122498711812361	0.9839520159915502	0.9209379838326406	DNAJC16
ENSG00000197312	-0.2434356620240813	0.11130795924554679	0.20090909090909104	0.02615783045141432	0.9511574005247503	0.8126057346605736	DDI2
ENSG00000116786	-0.04117315448549844	0.7907307148703002	0.04045454545454548	0.7129310104680002	0.9852978494536071	0.9680022507723632	PLEKHM2
ENSG00000162461	-0.11228985365697448	0.46802043265113835	0.03818181818181818	0.7787130100852375	0.9534232397739996	0.9771910168739607	SLC25A34
ENSG00000162460	-0.023905228213821263	0.8775889988985246	-0.044090909090909014	0.15372011749564432	0.9931297297657579	0.8407901222447955	TMEM82
ENSG00000162458	0.1165350304657389	0.4512548650159398	-0.003636363636363559	0.900483020303772	0.953923327804381	0.9907401725300449	FBLIM1
ENSG00000065526	-0.21513410757130333	0.1607840163637244	0.07318181818181803	0.40528042769678074	0.9498758179791622	0.9175134872867143	SPEN
ENSG00000183888	-0.16143814248953645	0.2951374698853879	0.01545454545454543	0.8046301085122605	0.9327066747260225	0.9804823427247428	C1orf64
ENSG00000055070	-0.20129000622999324	0.19011929787472737	0.08136363636363642	0.22747135318251843	0.9413184531162807	0.8623276870539014	SZRD1
ENSG00000157191	0.11612245797904559	0.4528697321113153	-0.050909090909090876	0.11131080496360965	0.9536616122396888	0.8116856039556611	NECAP2
ENSG00000237847	0.0632094800612595	0.6835513471562967	-0.01818181818181826	0.7820469973641138	0.9717091799860145	0.9768352474903874	FAM231A
ENSG00000142623	-0.19345401914075372	0.20831490704690026	0.02590909090909086	0.37582675252138864	0.9425994453434373	0.9059897212272233	PADI1
ENSG00000142619	0.07063762513118974	0.648650371042666	-0.007272727272727198	0.8472303587743057	0.9704322632578309	0.9851333062077916	PADI3
ENSG00000159339	0.0015197093548070632	0.9921885129934338	-0.009090909090909097	0.6433940559227851	0.9991905892512909	0.9597053173754334	PADI4
ENSG00000074964	-0.045802340597469675	0.7678205657971457	0.0040909090909090435	0.9111298878410451	0.9824162830493878	0.9923152017489466	ARHGEF10L
ENSG00000117148	-0.13908078525364267	0.36791511476319116	0.011363636363636423	0.8163738262818834	0.9424468905901242	0.9815051304130158	ACTL8
ENSG00000117154	0.029643990793384315	0.8485122432413167	-0.04090909090909092	0.36172707088024725	0.9919466426915939	0.9036483842997579	IGSF21
ENSG00000179023	0.2956003850048303	0.05140015861093744	-0.09999999999999999	0.025785928681834734	0.9742716889191944	0.8111014699347012	KLHDC7A
ENSG00000009709	-0.049555900675778405	0.7493854529026427	0.07045454545454562	0.2186521546804682	0.977788690852452	0.8606823545529441	PAX7
ENSG00000053372	-0.07062267273198229	0.6487199137705736	-0.009545454545454463	0.7829141582867893	0.970370881753972	0.9771534740986793	MRTO4
ENSG00000040487	-0.04704306871114474	0.7617123188726016	-0.0059090909090910235	0.8456299966331898	0.9807493119756384	0.9851651201981778	PQLC2
ENSG00000158748	-0.1424694252148571	0.35624322809018394	0.0622727272727273	0.10553272739719644	0.9426776932668338	0.8071069417322839	HTR6
ENSG00000127472	0.08879362951646375	0.5665307214793607	-0.0222727272727273	0.43987112002212747	0.9627018320656151	0.9271788037262376	PLA2G5
ENSG00000158786	-0.30429420294842974	0.044616160015731716	0.01909090909090909	0.6479343247386687	0.978878550745154	0.9603566346743045	PLA2G2F
ENSG00000162543	0.15267741453026	0.3224633974090403	0.010454545454545473	0.8500176169319916	0.9370658197555422	0.9851112058362704	UBXN10
ENSG00000158816	0.26331772314391355	0.08416888012183556	-0.024090909090908982	0.33698475756782664	0.9662080993449691	0.8972628132327811	VWA5B1
ENSG00000183114	-0.016354152143357885	0.916086078483178	0.08227272727272723	0.11883696470738819	0.9967852488709156	0.8154129806661757	FAM43B
ENSG00000158825	-0.2108769230036858	0.16942976702141618	0.03318181818181812	0.49092671355009265	0.9455743309252455	0.9331541776295458	CDA
ENSG00000158828	-0.11034361240332619	0.4758164395530895	0.10000000000000005	0.37869884346880855	0.9526098034716354	0.9073057740328321	PINK1
ENSG00000231105	0.23924153378014534	0.1178003522195147	-0.060909090909090906	0.2851910595582073	0.9545853103217552	0.8806603584387147	AL031728.1
ENSG00000142794	0.09466559538944852	0.5410418126417705	-0.087727272727273	0.04425919310786411	0.9592288783321571	0.795939915398802	NBPF3
ENSG00000162551	0.08880350266275105	0.5664874029074007	-0.0381818181818182	0.31729328303465815	0.9628146505113486	0.8910610726118912	ALPL
ENSG00000187942	0.04503775073693491	0.7715916886289551	-0.013636363636363627	0.6560243137661799	0.9825143150620589	0.9610665850282939	LDLRAD2
ENSG00000218510	0.0016221747831429221	0.9916618463885853	0.014090909090909074	0.8091276038784918	0.9994630334661183	0.9812621918935458	LINC00339
ENSG00000070831	-0.2470896748258267	0.10587669830764118	0.03727272727272729	0.38670116911176944	0.9500755668178518	0.911669431866995	CDC42
ENSG00000184677	-0.0472649095350063	0.7606216655320037	-0.023636363636363816	0.6787158715515675	0.9805678643714821	0.9643666297638722	ZBTB40
ENSG00000070886	0.1334179698541293	0.38792507616632954	0.0018181818181818611	0.939708322099829	0.946727049064435	0.9937197535544161	EPHA8
ENSG00000159189	0.1652685762935455	0.2836743541015383	-0.12545454545454549	0.33115138153686374	0.9332806491453047	0.8954504773894674	C1QC
ENSG00000173369	0.11654798721836246	0.4512042013654409	-0.013636363636363629	0.846000820560067	0.9539311180879569	0.9848127339481559	C1QB
ENSG00000133216	0.2799365748753738	0.06570645325202053	-0.024545454545454405	0.3482919133260505	0.9798467863037079	0.8990028915733584	EPHB2
ENSG00000004487	-0.14652802583602687	0.3425636293736315	-0.015909090909090973	0.807520917963646	0.9383078687212828	0.9814837720447278	KDM1A
ENSG00000142676	0.037085347514623314	0.8111081582259191	0.02272727272727277	0.7324375911367806	0.9872795002206195	0.9683447272998474	RPL11
ENSG00000011007	-0.18185022037724788	0.23743851081652023	0.06818181818181822	0.4019940343851538	0.9290059611795727	0.9170521564242552	ELOA
ENSG00000057757	-0.21160217152728608	0.16793363326090813	0.05909090909090928	0.46145441288470945	0.9459470895364118	0.9317206781263568	PITHD1
ENSG00000011009	-0.09031303235603337	0.5598824045691737	0.029090909090909035	0.5466851306527256	0.962022120900454	0.9422976935300639	LYPLA2
ENSG00000189266	-0.2451187713145028	0.10878047446761027	0.20318181818181805	0.04100077491376239	0.9508540278164818	0.7996062236515082	PNRC2
ENSG00000230023	-0.02791779844585055	0.8572393263237675	0.02636363636363625	0.8094158127753377	0.9924322047117451	0.9811371785796082	AL590683.1
ENSG00000158055	0.1811834767981586	0.23919211698063686	-0.040909090909090826	0.26683619388755414	0.9310933770778749	0.8750950812993927	GRHL3
ENSG00000001461	0.11523000742480904	0.45637364515788226	-0.025000000000000116	0.46215176008672454	0.9537171353507737	0.9321636052680061	NIPAL3
ENSG00000117602	0.007444261024258889	0.9617491553487646	-0.03318181818181824	0.3222029369251238	0.999267221611408	0.8929900440407031	RCAN3
ENSG00000184454	-0.05609421313393393	0.7176060256045753	-0.014090909090909275	0.6611813901292467	0.9754062542717808	0.9614793504182716	NCMAP
ENSG00000133226	-0.03516259787370721	0.8207366458859988	-0.0400000000000002	0.6046593540157041	0.9904819587865135	0.9555218314291564	SRRM1
ENSG00000169504	0.27991822911426667	0.06572489270471198	-0.30000000000000016	0.10832064720006922	0.9784591321061108	0.8069796263393951	CLIC4
ENSG00000187010	-0.010795561227896195	0.9445517616555525	0.057272727272727246	0.05498385875552573	0.9990221464644928	0.7943018015448458	RHD
ENSG00000183726	0.15214326606113976	0.32417932025981533	0.05909090909090888	0.449058231619631	0.9375507380458524	0.9276062235362791	TMEM50A
ENSG00000204178	-0.03569918240766845	0.8180469253866453	0.06545454545454495	0.4442040316490399	0.9893447002264452	0.9270712441740723	TMEM57
ENSG00000157978	-0.10941366986652797	0.4795655648859266	-0.018636363636363847	0.5099693148673778	0.9513262652438725	0.9377665180253761	LDLRAP1
ENSG00000117643	0.2576356845209941	0.09133463538475728	-0.03045454545454545	0.33824709972089706	0.9610944366146642	0.8977639640558273	MAN1C1
ENSG00000158008	0.19240667940571676	0.21083600610055597	0.0059090909090907424	0.9123397683197296	0.9394753945359122	0.9921553663908237	EXTL1
ENSG00000175087	-0.19324474053242732	0.2088169795008326	0.16045454545454543	0.011389031642007004	0.941473317287083	0.8542747153013117	PDIK1L
ENSG00000197245	0.10027502808275467	0.517220277699806	-0.08545454545454534	0.043160320839749154	0.954700842800189	0.7949107569562195	FAM110D
ENSG00000142684	0.21765808199244058	0.15581235906114937	-0.08409090909090904	0.11384126820320326	0.9489307863432663	0.8125831392853288	ZNF593
ENSG00000142675	-0.019634800555156356	0.8993320634660598	-0.009545454545454343	0.8904475630990499	0.9957154089419215	0.9888728647589069	CNKSR1
ENSG00000130695	-0.21745259798856684	0.15621286109574997	0.08227272727272737	0.3480050995590963	0.9484082109832596	0.8991882095482494	CEP85
ENSG00000142669	-0.1299488904343146	0.4004926689782289	-0.0313636363636365	0.45053698168895084	0.9534039503466532	0.9277129402398482	SH3BGRL3
ENSG00000169442	-0.10944274252650452	0.47944812180969887	0.02409090909090926	0.7512420327066709	0.9514158772192013	0.9719740644307451	CD52
ENSG00000131914	0.05224012284943247	0.7362857126966995	0.046363636363636405	0.24184916189672997	0.975121619954159	0.8679076854654272	LIN28A
ENSG00000117682	0.11392498438387914	0.4615237248163294	-0.05045454545454547	0.13729342996486546	0.9547041152594241	0.8346984006731274	DHDDS
ENSG00000198830	-0.1400479278263321	0.36456071215418184	0.13818181818181807	0.10343434717448424	0.9454446837662824	0.8108439757063634	HMGN2
ENSG00000117676	-0.14024821449760785	0.3638683545920264	0.015000000000000045	0.5821634160640614	0.9463057282262923	0.9517634387813343	RPS6KA1
ENSG00000238705	0.24076554588637433	0.11540890649188554	-0.024090909090908982	0.8506870696896751	0.9568526815047591	0.9852365191153533	MIR1976
ENSG00000117713	-0.056879904257576844	0.7138174829914437	0.008181818181818372	0.8741449270376929	0.9749377061291586	0.9873225070376824	ARID1A
ENSG00000060642	-0.051191655970469235	0.7413939615032392	0.031818181818181746	0.35126039740001924	0.9765813742817903	0.9008361331334217	PIGV
ENSG00000204160	-0.3419846940421452	0.023077220604062806	0.060000000000000095	0.07515486097857356	0.957568264875911	0.7922631350726265	ZDHHC18
ENSG00000253368	0.02210470816666176	0.8867465107108534	-2.0816681711721685e-17	0.9999999999999997	0.9939443614532792	1.0	TRNP1
ENSG00000186501	-0.3833372068152217	0.010213382480381212	0.05636363636363637	0.07563514693316664	0.990415962959398	0.7925660292363826	TMEM222
ENSG00000206888	0.038279873961492704	0.8051401129624923	-0.0781818181818183	0.3027443921094672	0.9865144336975682	0.8856282617175614	RNU6-48P
ENSG00000142765	0.09758949579384951	0.5285592639232576	0.0018181818181817987	0.9337187812956748	0.9577033344049776	0.9939130359210191	SYTL1
ENSG00000117758	0.002890377223611788	0.9851437156502874	-0.02181818181818196	0.7018807786647736	0.9995515635062052	0.9678984465056653	STX12
ENSG00000117751	-0.10523533313793519	0.4966007424065929	0.0340909090909093	0.4851365326992557	0.9538560112410285	0.9332657191952364	PPP1R8
ENSG00000252947	-0.02766519825506581	0.858517830656006	-0.09999999999999988	0.5554100056434852	0.9926029223156719	0.9467375370549143	SCARNA1
ENSG00000130775	0.15978421613957783	0.3001782139729808	-0.002272727272727225	0.9395287900165106	0.9343372959130624	0.9937693938995898	THEMIS2
ENSG00000130768	0.031904394565220213	0.8371115189825636	-0.021363636363636373	0.6008178484933107	0.99156305717249	0.9548673376271811	SMPDL3B
ENSG00000158156	-0.2475486049867287	0.10520912973001446	0.07181818181818182	0.020075022351185034	0.9528537900006263	0.8389447435904756	XKR8
ENSG00000130770	-0.41081938351503455	0.0056042925225317005	0.38363636363636366	0.0014520417163499614	0.9368242129092991	1.0	ATPIF1
ENSG00000130766	-0.25918354568342433	0.089337362401236	0.015454545454545488	0.6252593747868198	0.9667382150841518	0.9575562818478546	SESN2
ENSG00000130772	-0.047185509075794885	0.7610119756349345	0.004999999999999933	0.8386119562787308	0.9807108807888671	0.984503849682582	MED18
ENSG00000204138	0.050523531311518134	0.7446548951390586	-0.045454545454545296	0.310013986538474	0.9780874593639718	0.8859273024622754	PHACTR4
ENSG00000180198	-0.04208263222976553	0.7862152059308556	0.0013636363636365771	0.9499147274692745	0.9842831165833364	0.9951001669078309	RCC1
ENSG00000180098	0.013336164299383222	0.9315306696129593	0.009545454545454584	0.805909763995289	0.9972690645347155	0.9806120053826907	TRNAU1AP
ENSG00000188060	0.18694233221330914	0.22433435585831513	-0.01681818181818186	0.6888605877324014	0.935499314332418	0.9656481939045691	RAB42
ENSG00000274978	-0.1647577093534174	0.2851861632358782	0.0850000000000001	0.47613869753706783	0.9328340546246988	0.9313703799365446	RNU11
ENSG00000162419	-0.11916094673575242	0.4410505947179244	0.004090909090909205	0.9240913494945697	0.9520747802839761	0.9928777770769275	GMEB1
ENSG00000198492	-0.28894298703873933	0.057138439218097574	0.04409090909090896	0.34369998837344795	0.9793885597227038	0.8989155410416866	YTHDF2
ENSG00000116329	0.2282612562324133	0.13615096814348404	-0.06590909090909094	0.10334571667439202	0.9494325756275058	0.812689972701133	OPRD1
ENSG00000159023	-0.2709684240202988	0.075222121982155	0.1763636363636363	0.21404144671829803	0.9637216679056821	0.8600859598900107	EPB41
ENSG00000121766	-0.23783174277378027	0.12004575355211493	0.20227272727272722	0.011205300287220292	0.9521206806808501	0.8626115379003972	ZCCHC17
ENSG00000168528	-0.02400507669396998	0.8770816163874604	0.0481818181818182	0.4542348346542594	0.993452279996948	0.9291143011131059	SERINC2
ENSG00000142910	0.030562606968259538	0.8438752275463133	-0.04863636363636361	0.32399284540836915	0.9916113003878215	0.8945607082912845	TINAGL1
ENSG00000121774	-0.1696390824697877	0.27095474383608775	0.003181818181818114	0.9546451957151223	0.9336077078545372	0.9960133433508783	KHDRBS1
ENSG00000121775	-0.18978067736833862	0.2172504673561758	0.01727272727272731	0.5153518185728928	0.9396698381063573	0.9386173207005722	TMEM39B
ENSG00000084652	-0.07148400705987099	0.6447187278324671	-0.03727272727272716	0.3876592273272472	0.9703398311537869	0.9119682023921517	TXLNA
ENSG00000160050	-0.005639362808054442	0.9710187021779151	0.017272727272727023	0.7728056894306404	0.999490984085548	0.9764098373802621	CCDC28B
ENSG00000160051	0.1510717946511437	0.32763860558072166	0.011363636363636485	0.8356658916578503	0.937973055807018	0.9840069589681061	IQCC
ENSG00000222046	0.11048049345135878	0.47526590532691004	-0.02590909090909086	0.5156172698102301	0.9528117841573872	0.9386138062340965	DCDC2B
ENSG00000084623	-0.16029888781894752	0.2986037341565957	0.12954545454545485	0.12850727425608036	0.9342411304664113	0.8265150889493303	EIF3I
